Rank,Error Message,Snippet IDs
1,no viable alternative at input 'functionWhatever()publicreturns(something){\nbalanceOf[msg.sender]-=(somethokens',['121389_0']
1,no viable alternative at input 'functionWhatever()publicreturns(.',['121389_1']
1,"extraneous input '?' expecting {'=', ';', NL}",['121510_0']
1,"no viable alternative at input 'it('Should not let user3 accounts[12] to claim rewards just after buy, but after one day: # claims must update, balance should be OK',async()=>'",['121565_0']
1,no viable alternative at input 'Ifailedwith',['121566_0']
1,no viable alternative at input 'structgame=',['121653_1']
1,"no viable alternative at input 'functionmint(uint256_amnt)publicpayable{\nuint256alreadyMinted=totalSupply();\nif(alreadyMinted+_amnt>=2000){\nrequire(msg.value>=_amnt*cost);\n}\nfor(uint256i=1;i<=_amnt;i++){\n_safeMint(msg.sender,alreadyMinted+i);\n}\n}}'",['121691_0']
1,no viable alternative at input 'uint256publicmaxSupply=2000;\n\nif',['121714_0']
1,"no viable alternative at input 'function_mint()publicpayable{\nrequire(msg.value==1ether,""Send more ethers: 1 ether is required"");\nrequire(balanceOf(msg.sender)==0,""You can not have more than 1 Land"");\n.'",['121756_0']
1,"no viable alternative at input 'describe(""Amount Received"",()=>'",['121756_1']
1,"no viable alternative at input 'functioncreateOrder(bytes32_hash,address_recipient,address_collection,uint256_nftId,uint256_timestamp)publicpayable{\nbytes32hash=keccak256(\nabi.encodePacked(_recipient,_collection,_nftId,_timestamp)\n);\n\n\nrequire(_hash==hash,""Hashes are not matching"");\n'",['121882_0']
1,"mismatched input '?' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['121924_1']
1,no viable alternative at input 'addressyourWalletAddress=0x',['121929_0']
1,"no viable alternative at input 'functionlookUptokenIdToStarInfo(uint_tokenId)publicviewreturns\n(stringmemoryname,stringmemorysymbol){\n\nbepure'",['121991_1']
1,extraneous input 'unclaimedDebt' expecting ')',['121945_1']
1,no viable alternative at input 'contactMyContract{',['122083_0']
1,no viable alternative at input 'contactMyChildContract{',['122083_1']
1,"extraneous input 'address' expecting {',', ']'}",['122056_0']
1,"mismatched input 'randomizer' expecting {',', ']'}",['122056_0']
1,"mismatched input 'that' expecting {'(', NL}",['122056_0']
1,"mismatched input 'picks' expecting {'=', ';', NL}",['122056_0']
1,"mismatched input 'factory' expecting {',', ']'}",['122056_0']
1,"extraneous input 'if' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['122056_0']
1,"no viable alternative at input '(Foo(fooAddress.color().equals(""yellow""){\n\npayWinner('",['122056_0']
1,no viable alternative at input 'CompilerError:',['122098_0']
1,no viable alternative at input 'Migrationsdry-',['122212_0']
1,"no viable alternative at input 'functionverify(\nboolsuccess,\nbytesmemoryreturndata,\nstringmemoryerrorMessage\n)internalpurereturns(bytesmemory){\nif(success){\nreturnreturndata;\n}else{\n\nif(returndata.length>0){\n\n\nassembly{\nletreturndata_size:=mload(returndata)\nrevert(add(32,returndata),returndata_size)\n}\n}else{\nrevert(errorMessage);\n}\n}\n'",['122219_0']
1,"no viable alternative at input 'app.post('/create/fixedprice',async(req,res,next)=>'",['122171_3']
1,"no viable alternative at input 'functiontokenURI(uint256tokenId)publicviewvirtualoverridereturns(stringmemory){\n\nrequire(_exists(tokenId),""ERC721Metadata: URI query for nonexistent token"");\n\n\n\n\n\nif(block.timestamp%2==0){\n\nreturnbytes(aUri).length>0\n\n?string(abi.encodePacked(aUri,tokenId.toString(),baseExtension))\n\n:"""";\n\n}\n'",['122377_0']
1,"no viable alternative at input 'it(""should verify that the account[0] is owner of the token 0"",asyncfunction'",['122422_2']
1,no viable alternative at input 'fromsolcximport',['122507_0']
1,no viable alternative at input 'def__init__(',['122507_2']
1,"extraneous input '<=' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'override', 'constant', 'immutable', 'leave', 'internal', 'payable', 'private', 'public', 'constructor', 'receive', Identifier}",['122545_0']
1,"extraneous input 'xxxxxxxxxxxxxxx849cBf102be' expecting {';', NL}",['122529_0']
1,no viable alternative at input 'structS{\nuint256a;\nuint256b;\n}\n.',['122638_2']
1,no viable alternative at input 'contract_to_mock={',['122650_0']
1,"no viable alternative at input 'structtokens{\naddresstoken1,'",['122681_1']
1,"no viable alternative at input 'uint256lusdBalance=UNI_ROUTER.exactInput(\nISwapRouter.ExactInputParams({\npath:abi.encodePacked(WETH,uint24(500),USDC,uint24(500),LUSD),\nrecipient:address(this),\ndeadline:block.timestamp,\namountIn:wethBalance,\namountOutMinimum:0\n})\n'",['122813_0']
1,"no viable alternative at input 'functionUnlock(uint256tokenId,stringmemory_answer)public{\nrequire(ownerOf(tokenId)==msg.sender,""you are not the owner!"");\nTries[tokenId]=?'",['122840_0']
1,"no viable alternative at input 'functionfunctionName(uint256param1,addressparam2)\nexternal\noverride\n{\nrequire(msg.sender==marketContract,""only market contract"");\n'",['122959_0']
1,"mismatched input 'modifier' expecting {'=', ';', NL}",['122959_12']
1,"mismatched input 'whatever' expecting {'{', '(', ';', 'override', 'virtual', NL}",['122959_12']
1,"extraneous input 'want' expecting {'=', ';', NL}",['122959_12']
1,"mismatched input 'is' expecting {'{', 'returns', ';', NL}",['122959_12']
1,no viable alternative at input 'functionEstateManagement{',['122997_0']
1,"extraneous input ':' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['123076_0']
1,"extraneous input '==' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['123076_0']
1,no viable alternative at input 'revertwith0',['123076_0']
1,"mismatched input 'not' expecting {'(', NL}",['123076_0']
1,no viable alternative at input 'log0x5514cc73',['123076_0']
1,"extraneous input '!=' expecting {'~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['123076_0']
1,"mismatched input 'len' expecting {',', ']'}",['123076_0']
1,"mismatched input 'idx' expecting {'(', NL}",['123076_0']
1,no viable alternative at input '[ceil32(ceil32(_baseURI.length))+161len',['123076_0']
1,"mismatched input 'len' expecting {';', NL}",['123076_0']
1,no viable alternative at input 'stor11.length.field_1:',['123076_0']
1,no viable alternative at input 'functionmint(Proof[]memoryproofs)public{\n',['123158_0']
1,no viable alternative at input 'functionmint(uintnumberOfTokens)publicpayable{<',['123219_1']
1,no viable alternative at input 'Derivedcontract',['123185_1']
1,no viable alternative at input 'functioncallBatchMint()external{\n\n<',['123400_0']
1,no viable alternative at input 'balances[0x',['123638_2']
1,"mismatched input 'x' expecting {',', ']'}",['123638_2']
1,no viable alternative at input 'Sending11',['123657_2']
1,"mismatched input 'bounty' expecting {'=', ';', NL}",['123657_2']
1,"mismatched input '16' expecting {'=', ';', NL}",['123657_2']
1,"mismatched input 'withdraws' expecting {';', NL}",['123657_2']
1,"mismatched input '10' expecting {'=', ';', NL}",['123657_2']
1,no viable alternative at input 'output[0]=BuyEstimateOutput(probablyusing',['123582_1']
1,no viable alternative at input 'npmERR!',['123586_0']
1,"extraneous input 'struct' expecting {'~', 'from', '{', '}', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['123701_0']
1,"mismatched input 'struct' expecting {'from', 'error', 'function', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['123701_0']
1,no viable alternative at input 'jsonparseError:',['123685_0']
1,"no viable alternative at input 'fetch[type=""http""method'",['123685_2']
1,"no viable alternative at input 'parse[type=""jsonparse""path'",['123685_2']
1,"no viable alternative at input 'multiply[type=""multiply""input'",['123685_2']
1,"mismatched input 'input' expecting {',', ']'}",['123685_2']
1,"mismatched input 'times' expecting {';', NL}",['123685_2']
1,"no viable alternative at input 'encode_data[type=""ethabiencode""abi'",['123685_2']
1,"mismatched input 'abi' expecting {',', ']'}",['123685_2']
1,"no viable alternative at input 'encode_tx[type=""ethabiencode""\nabi'",['123685_2']
1,"no viable alternative at input 'submit_tx[type=""ethtx""to'",['123685_2']
1,"mismatched input '<EOF>' expecting {';', NL}",['123685_2']
1,"no viable alternative at input 'functioncreateTest2(addressaddress1,addressaddress2)public{\naddressaddr;\nbytes32_salt=keccak256(abi.encodePacked(address1,address1));\nbytesmemorybytecode=abi.encodePacked(\ntype(Test1).creationCode,\nabi.encode(address1,\naddress2)\n);\naddresspredictedAddress=address(uint160(uint(keccak256(abi.encodePacked(\nbytes1(0xff),\naddress(this),\n_salt,\nkeccak256(bytecode)\n)))));\n\n\nassembly{\naddr:=create2(\ncallvalue(),\n\nadd(bytecode,0x20),\nmload(bytecode),\n_salt\n)\n\nifiszero(extcodesize(addr)){\nrevert(0,0)\n}\n}\nrequire(addr==predictedAddress);\n}\n}'",['123967_2']
1,no viable alternative at input 'brownierun.',['124047_1']
1,"mismatched input 'from' expecting {';', NL}",['124038_0']
1,"extraneous input 'interface' expecting {<EOF>, '~', 'from', '{', '(', 'error', 'for', 'function', '[', 'address', 'mapping', 'calldata', 'if', 'try', 'while', 'unchecked', 'assembly', 'do', 'return', 'throw', 'emit', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'break', 'continue', 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment}",['124038_0']
1,"extraneous input '(' expecting {'=', ';', NL}",['124038_0']
1,no viable alternative at input 'amountIn:',['124038_0']
1,"mismatched input 'PANCAKESWAP' expecting {';', NL}",['124038_0']
1,"mismatched input 'WBNB' expecting {';', NL}",['124038_0']
1,"extraneous input 'external' expecting {';', NL}",['124038_0']
1,no viable alternative at input 'res:',['124038_0']
1,"no viable alternative at input 'PANCAKESWAP,'",['124038_0']
1,"no viable alternative at input 'functiontransfer(address_to,uint256_value)\nexternal\npayable\nreturns(boolsuccess)\n{functiontransfer'",['124288_0']
1,no viable alternative at input 'Thisfunction',['124299_0']
1,no viable alternative at input 'transacttoMarket',['124322_1']
1,"mismatched input '<' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['124372_0']
1,"mismatched input '*' expecting {'~', 'from', '(', 'error', '[', 'address', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', '++', '--', 'new', '+', '-', 'after', 'delete', '!', 'callback', Int, Uint, Byte, Fixed, Ufixed, BooleanLiteral, DecimalNumber, HexNumber, HexLiteralFragment, 'leave', 'payable', 'type', 'constructor', 'receive', Identifier, StringLiteralFragment, NL}",['124372_0']
1,"mismatched input '**' expecting {'from', 'error', 'calldata', 'revert', 'callback', 'leave', 'payable', 'constructor', 'receive', Identifier, NL}",['124372_0']
1,no viable alternative at input 'addresspublicliquidityReceiver=;',['124408_0']
1,no viable alternative at input 'functionsetStatus(Statusstatus)externalonlyOwner{\nmyStatus=status;\nemit.',['124520_3']
1,"no viable alternative at input 'functionmint(address_to,uint256_mintAmount)publicpayable{\nuint256supply=totalSupply();\n\n{somerequires}'",['124455_0']
1,"no viable alternative at input 'functioncalculateUserAccountData(\naddressuser,\nmapping(address=>DataTypes.ReserveData)storagereservesData,\nDataTypes.UserConfigurationMapmemoryuserConfig,\nmapping(uint256=>address)storagereserves,\nuint256reservesCount,\naddressoracle\n)\ninternal\nview\nreturns(\nuint256,\nuint256,\nuint256,\nuint256,\nuint256\n)\n{\n.'",['124656_0']
1,no viable alternative at input 'describe(',['124797_1']
1,"no viable alternative at input 'functiondo_sth(\naddress[]memoryads,\nuint256in'",['124851_0']
1,no viable alternative at input 'functionbalanceOf(addressuser)externalviewreturns{',['124876_0']
1,no viable alternative at input 'Revert:',['124902_0']
1,no viable alternative at input 'import.',['124964_1']
1,no viable alternative at input 'something..',['125107_1']
1,"mismatched input '}' expecting {'=', ';', NL}",['125155_0']
1,"extraneous input 'external' expecting {<EOF>, 'pragma', 'import', 'from', 'abstract', 'contract', 'interface', 'library', 'error', 'using', 'struct', 'modifier', 'function', 'event', 'enum', 'address', 'mapping', 'calldata', 'revert', 'var', 'bool', 'string', 'byte', 'callback', Int, Uint, Byte, Fixed, Ufixed, 'leave', 'payable', 'constructor', 'fallback', 'receive', Identifier}",['125155_0']
1,"extraneous input 'WithdrawBalance' expecting {'(', NL}",['125155_1']
1,"mismatched input 'onlyOwner' expecting {'=', ';', NL}",['125155_1']
1,"extraneous input 'flashloan' expecting {'(', NL}",['125155_1']
1,"extraneous input '_flashAsset' expecting {',', ')'}",['125155_1']
1,missing ')' at '_flashAmount',['125155_1']
1,"extraneous input 'getPathForETHToToken' expecting {'(', NL}",['125155_1']
1,"extraneous input 'ERC20Token' expecting {',', ')'}",['125155_1']
1,"extraneous input 'getPathForTokenToETH' expecting {'(', NL}",['125155_1']
1,"extraneous input 'getEstimatedETHForToken' expecting {'(', NL}",['125155_1']
1,"extraneous input '_tokenAmount' expecting {',', ')'}",['125155_1']
1,extraneous input 'ERC20Token' expecting ')',['125155_1']
1,"no viable alternative at input 'functionsendCoin(addressreceiver,uintamount)public{\nrequire(Owner==msg.sender);\nif(amount>myCoin[msg.sender])\nrevert('Insufficient balance');\nmyCoin[msg.sender]-=amount;\nmyCoin[receiver]+=amount;\n\n\n\n\nif(myCoin[receiver]+=amount)\n{\nemitSuccessfullTransfer(receiver,amount);\n}\n'",['125212_2']
